Row_ID,Order_ID,Order_Date,Ship_Date,Shipping_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,DaysToShip
4573,CA-2014-126662,2014-07-18,2014-07-22,Standard class,AB-10255,Alejandro Ballentine,Home office,United states,Los angeles,California,90036,West,TEC-CO-10004202,Technology,Technology,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.98,2,0.20,90.00,4
4574,CA-2013-139395,2013-12-13,2013-12-19,Standard class,MG-17650,Matthew Grinstein,Home office,United states,Jackson,Michigan,49201,Central,TEC-PH-10002103,Technology,Technology,Jabra SPEAK 410,657.93,7,0.00,184.22,6
4575,CA-2013-139395,2013-12-13,2013-12-19,Standard class,MG-17650,Matthew Grinstein,Home office,United states,Jackson,Michigan,49201,Central,FUR-FU-10003724,Furniture,Furniture,Westinghouse Clip-On Gooseneck Lamps,33.48,4,0.00,8.70,6
4576,CA-2013-139395,2013-12-13,2013-12-19,Standard class,MG-17650,Matthew Grinstein,Home office,United states,Jackson,Michigan,49201,Central,OFF-AR-10003732,Office supplies,Office supplies,Newell 333,13.90,5,0.00,3.61,6
4577,CA-2013-139395,2013-12-13,2013-12-19,Standard class,MG-17650,Matthew Grinstein,Home office,United states,Jackson,Michigan,49201,Central,OFF-ST-10000885,Office supplies,Office supplies,Fellowes Desktop Hanging File Manager,26.86,2,0.00,6.72,6
4578,US-2011-121734,2011-04-11,2011-04-16,Standard class,SE-20110,Sanjit Engle,Consumer,United states,Lewiston,Idaho,83501,West,OFF-BI-10004817,Office supplies,Office supplies,GBC Personal VeloBind Strips,9.58,1,0.20,3.35,5
4579,CA-2012-110947,2012-06-09,2012-06-15,Standard class,AG-10765,Anthony Garverick,Home office,United states,Hampton,Virginia,23666,South,OFF-BI-10001670,Office supplies,Office supplies,Vinyl Sectional Post Binders,113.10,3,0.00,56.55,6
4580,US-2011-150126,2011-07-27,2011-08-02,Standard class,AS-10045,Aaron Smayling,Corporate,United states,New york city,New york,10035,East,OFF-PA-10002709,Office supplies,Office supplies,Xerox 1956,65.78,11,0.00,32.23,6
4581,CA-2012-164427,2012-07-31,2012-08-06,Standard class,AR-10405,Allen Rosenblatt,Corporate,United states,Hattiesburg,Mississippi,39401,South,TEC-AC-10004469,Technology,Technology,Microsoft Sculpt Comfort Mouse,239.70,6,0.00,105.47,6
4582,CA-2013-120250,2013-09-20,2013-09-23,First class,AP-10720,Anne Pryor,Home office,United states,Philadelphia,Pennsylvania,19140,East,FUR-FU-10003424,Furniture,Furniture,Nu-Dell Oak Frame,25.63,3,0.20,3.84,3
4583,CA-2013-121993,2013-06-11,2013-06-13,First class,JB-16000,Joy Bell-,Consumer,United states,Philadelphia,Pennsylvania,19140,East,OFF-LA-10003720,Office supplies,Office supplies,Avery 487,23.62,8,0.20,7.97,2
4584,US-2013-100405,2013-08-27,2013-08-29,Second class,TS-21430,Tom Stivers,Corporate,United states,Los angeles,California,90045,West,OFF-AR-10000390,Office supplies,Office supplies,Newell Chalk Holder,8.26,2,0.00,3.80,2
4585,US-2014-163790,2014-11-03,2014-11-05,Second class,NL-18310,Nancy Lomonaco,Home office,United states,Danville,California,94526,West,OFF-EN-10001335,Office supplies,Office supplies,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",76.58,7,0.00,38.29,2
4586,US-2014-163790,2014-11-03,2014-11-05,Second class,NL-18310,Nancy Lomonaco,Home office,United states,Danville,California,94526,West,OFF-AR-10003469,Office supplies,Office supplies,Nontoxic Chalk,8.80,5,0.00,4.22,2
4587,US-2014-163790,2014-11-03,2014-11-05,Second class,NL-18310,Nancy Lomonaco,Home office,United states,Danville,California,94526,West,OFF-BI-10003718,Office supplies,Office supplies,GBC Therma-A-Bind 250T Electric Binding System,590.35,6,0.20,206.62,2
4588,US-2014-163790,2014-11-03,2014-11-05,Second class,NL-18310,Nancy Lomonaco,Home office,United states,Danville,California,94526,West,OFF-FA-10004838,Office supplies,Office supplies,"Super Bands, 12/Pack",5.58,3,0.00,0.17,2
4589,US-2014-163790,2014-11-03,2014-11-05,Second class,NL-18310,Nancy Lomonaco,Home office,United states,Danville,California,94526,West,FUR-FU-10002508,Furniture,Furniture,Document Clip Frames,25.02,3,0.00,10.51,2
4590,US-2014-163790,2014-11-03,2014-11-05,Second class,NL-18310,Nancy Lomonaco,Home office,United states,Danville,California,94526,West,OFF-ST-10001511,Office supplies,Office supplies,Space Solutions Commercial Steel Shelving,452.55,7,0.00,22.63,2
4591,CA-2013-129868,2013-12-27,2014-01-01,Standard class,MC-18130,Mike Caudle,Corporate,United states,Los angeles,California,90004,West,OFF-SU-10000952,Office supplies,Office supplies,Fiskars Home & Office Scissors,17.76,2,0.00,4.97,5
4592,CA-2013-129868,2013-12-27,2014-01-01,Standard class,MC-18130,Mike Caudle,Corporate,United states,Los angeles,California,90004,West,TEC-PH-10002275,Technology,Technology,Mitel 5320 IP Phone VoIP phone,302.38,2,0.20,30.24,5
4593,CA-2013-129868,2013-12-27,2014-01-01,Standard class,MC-18130,Mike Caudle,Corporate,United states,Los angeles,California,90004,West,FUR-CH-10003535,Furniture,Furniture,"Global Armless Task Chair, Royal Blue",146.35,3,0.20,-5.49,5
4594,CA-2013-129868,2013-12-27,2014-01-01,Standard class,MC-18130,Mike Caudle,Corporate,United states,Los angeles,California,90004,West,OFF-AP-10004052,Office supplies,Office supplies,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",7.90,2,0.00,2.05,5
4595,CA-2013-129868,2013-12-27,2014-01-01,Standard class,MC-18130,Mike Caudle,Corporate,United states,Los angeles,California,90004,West,FUR-TA-10003473,Furniture,Furniture,Bretford Rectangular Conference Table Tops,902.71,3,0.20,33.85,5
4596,CA-2013-129868,2013-12-27,2014-01-01,Standard class,MC-18130,Mike Caudle,Corporate,United states,Los angeles,California,90004,West,OFF-AR-10001897,Office supplies,Office supplies,Model L Table or Wall-Mount Pencil Sharpener,53.97,3,0.00,15.11,5
4597,CA-2013-140564,2013-12-06,2013-12-11,Second class,TC-21475,Tony Chapman,Home office,United states,Washington,District of columbia,20016,East,OFF-AR-10000034,Office supplies,Office supplies,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",33.92,8,0.00,13.23,5
4598,US-2014-169502,2014-08-29,2014-09-02,Standard class,MG-17650,Matthew Grinstein,Home office,United states,Milwaukee,Wisconsin,53209,Central,OFF-SU-10004115,Office supplies,Office supplies,Acme Stainless Steel Office Snips,21.81,3,0.00,5.89,4
4599,US-2014-169502,2014-08-29,2014-09-02,Standard class,MG-17650,Matthew Grinstein,Home office,United states,Milwaukee,Wisconsin,53209,Central,OFF-AP-10001947,Office supplies,Office supplies,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,91.60,5,0.00,26.56,4
4600,CA-2012-146948,2012-07-16,2012-07-20,Standard class,MG-17890,Michael Granlund,Home office,United states,Baltimore,Maryland,21215,East,FUR-CH-10004853,Furniture,Furniture,"Global Manager's Adjustable Task Chair, Storm",150.98,1,0.00,43.78,4
4601,CA-2012-146948,2012-07-16,2012-07-20,Standard class,MG-17890,Michael Granlund,Home office,United states,Baltimore,Maryland,21215,East,OFF-EN-10000483,Office supplies,Office supplies,"White Envelopes, White Envelopes with Clear Poly Window",137.25,9,0.00,63.14,4
4602,CA-2012-146948,2012-07-16,2012-07-20,Standard class,MG-17890,Michael Granlund,Home office,United states,Baltimore,Maryland,21215,East,OFF-FA-10001332,Office supplies,Office supplies,"Acco Banker's Clasps, 5 3/4""-Long",11.52,4,0.00,5.41,4
4603,US-2012-113327,2012-05-26,2012-05-29,Second class,BF-11170,Ben Ferrer,Home office,United states,Jacksonville,North carolina,28540,South,OFF-PA-10003790,Office supplies,Office supplies,Xerox 1991,18.27,1,0.20,5.94,3
4604,US-2012-113327,2012-05-26,2012-05-29,Second class,BF-11170,Ben Ferrer,Home office,United states,Jacksonville,North carolina,28540,South,OFF-PA-10003134,Office supplies,Office supplies,Xerox 1937,153.73,4,0.20,53.80,3
4605,US-2012-113327,2012-05-26,2012-05-29,Second class,BF-11170,Ben Ferrer,Home office,United states,Jacksonville,North carolina,28540,South,OFF-EN-10004459,Office supplies,Office supplies,Security-Tint Envelopes,12.22,2,0.20,4.43,3
4606,US-2012-113327,2012-05-26,2012-05-29,Second class,BF-11170,Ben Ferrer,Home office,United states,Jacksonville,North carolina,28540,South,TEC-AC-10003628,Technology,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,167.94,7,0.20,50.38,3
4607,CA-2012-135020,2012-05-28,2012-06-02,Standard class,MS-17770,Maxwell Schwartz,Consumer,United states,Rochester,New york,14609,East,TEC-PH-10004093,Technology,Technology,Panasonic Kx-TS550,45.99,1,0.00,13.34,5
4608,CA-2012-135020,2012-05-28,2012-06-02,Standard class,MS-17770,Maxwell Schwartz,Consumer,United states,Rochester,New york,14609,East,OFF-ST-10001490,Office supplies,Office supplies,"Hot File 7-Pocket, Floor Stand",535.41,3,0.00,160.62,5
4609,CA-2012-135020,2012-05-28,2012-06-02,Standard class,MS-17770,Maxwell Schwartz,Consumer,United states,Rochester,New york,14609,East,OFF-BI-10000605,Office supplies,Office supplies,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.10,2,0.20,2.06,5
4610,CA-2012-135020,2012-05-28,2012-06-02,Standard class,MS-17770,Maxwell Schwartz,Consumer,United states,Rochester,New york,14609,East,OFF-PA-10004255,Office supplies,Office supplies,Xerox 219,45.36,7,0.00,21.77,5
4611,US-2014-141852,2014-11-10,2014-11-15,Standard class,JE-15745,Joel Eaton,Consumer,United states,Oceanside,California,92054,West,FUR-FU-10000023,Furniture,Furniture,Eldon Wave Desk Accessories,47.12,8,0.00,20.73,5
4612,CA-2013-109407,2013-01-24,2013-01-26,Second class,HG-14965,Henry Goldwyn,Corporate,United states,Gulfport,Mississippi,39503,South,OFF-BI-10000285,Office supplies,Office supplies,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,4,0.00,15.68,2
4613,US-2014-165953,2014-01-01,2014-01-07,Standard class,EP-13915,Emily Phan,Consumer,United states,Jacksonville,Florida,32216,South,OFF-AR-10000588,Office supplies,Office supplies,Newell 345,47.62,3,0.20,3.57,6
4614,US-2014-165953,2014-01-01,2014-01-07,Standard class,EP-13915,Emily Phan,Consumer,United states,Jacksonville,Florida,32216,South,OFF-PA-10002250,Office supplies,Office supplies,Things To Do Today Pad,23.48,5,0.20,8.22,6
4615,CA-2013-144540,2013-09-06,2013-09-11,Standard class,GH-14410,Gary Hansen,Home office,United states,Houston,Texas,77070,Central,OFF-AP-10002457,Office supplies,Office supplies,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",62.79,3,0.80,-166.39,5
4616,CA-2013-144540,2013-09-06,2013-09-11,Standard class,GH-14410,Gary Hansen,Home office,United states,Houston,Texas,77070,Central,OFF-FA-10002763,Office supplies,Office supplies,Advantus Map Pennant Flags and Round Head Tacks,28.44,9,0.20,4.27,5
4617,CA-2012-159863,2012-09-04,2012-09-07,Second class,DS-13180,David Smith,Corporate,United states,Houston,Texas,77095,Central,TEC-AC-10000109,Technology,Technology,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,134.38,3,0.20,6.72,3
4618,CA-2012-117800,2012-09-21,2012-09-26,Standard class,TH-21550,Tracy Hopkins,Home office,United states,Everett,Massachusetts,2149,East,TEC-PH-10002415,Technology,Technology,Polycom VoiceStation 500 Conference phone,589.90,2,0.00,147.48,5
4619,CA-2012-117800,2012-09-21,2012-09-26,Standard class,TH-21550,Tracy Hopkins,Home office,United states,Everett,Massachusetts,2149,East,FUR-CH-10000785,Furniture,Furniture,Global Ergonomic Managers Chair,542.94,3,0.00,141.16,5
4620,CA-2014-145219,2014-12-25,2014-12-26,First class,RM-19675,Robert Marley,Home office,United states,Los angeles,California,90049,West,TEC-CO-10001449,Technology,Technology,Hewlett Packard LaserJet 3310 Copier,2879.95,6,0.20,1007.98,1
4621,CA-2014-145219,2014-12-25,2014-12-26,First class,RM-19675,Robert Marley,Home office,United states,Los angeles,California,90049,West,OFF-BI-10001670,Office supplies,Office supplies,Vinyl Sectional Post Binders,90.48,3,0.20,33.93,1
4622,CA-2012-161214,2012-10-05,2012-10-08,Second class,SF-20965,Sylvia Foulston,Corporate,United states,Wilmington,Delaware,19805,East,OFF-ST-10001328,Office supplies,Office supplies,"Personal Filing Tote with Lid, Black/Gray",77.55,5,0.00,21.71,3
4623,CA-2014-147228,2014-09-10,2014-09-15,Standard class,SO-20335,Sean O'Donnell,Consumer,United states,Columbia,Tennessee,38401,South,OFF-SU-10001225,Office supplies,Office supplies,Staples,8.83,3,0.20,-1.99,5
4624,CA-2014-147228,2014-09-10,2014-09-15,Standard class,SO-20335,Sean O'Donnell,Consumer,United states,Columbia,Tennessee,38401,South,OFF-PA-10000357,Office supplies,Office supplies,Xerox 1888,177.54,4,0.20,62.14,5
4625,CA-2014-147228,2014-09-10,2014-09-15,Standard class,SO-20335,Sean O'Donnell,Consumer,United states,Columbia,Tennessee,38401,South,OFF-ST-10000046,Office supplies,Office supplies,Fellowes Super Stor/Drawer Files,258.48,2,0.20,-3.23,5
4626,CA-2014-147228,2014-09-10,2014-09-15,Standard class,SO-20335,Sean O'Donnell,Consumer,United states,Columbia,Tennessee,38401,South,FUR-FU-10000023,Furniture,Furniture,Eldon Wave Desk Accessories,14.14,3,0.20,4.24,5
4627,CA-2013-101336,2013-11-14,2013-11-19,Standard class,CK-12760,Cyma Kinney,Corporate,United states,New york city,New york,10011,East,OFF-ST-10003455,Office supplies,Office supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,5,0.00,20.16,5
4628,CA-2013-101336,2013-11-14,2013-11-19,Standard class,CK-12760,Cyma Kinney,Corporate,United states,New york city,New york,10011,East,OFF-ST-10000876,Office supplies,Office supplies,Eldon Simplefile Box Office,24.88,2,0.00,6.97,5
4629,CA-2013-101336,2013-11-14,2013-11-19,Standard class,CK-12760,Cyma Kinney,Corporate,United states,New york city,New york,10011,East,OFF-AR-10003582,Office supplies,Office supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,5,0.00,39.41,5
4630,CA-2013-101336,2013-11-14,2013-11-19,Standard class,CK-12760,Cyma Kinney,Corporate,United states,New york city,New york,10011,East,OFF-ST-10004258,Office supplies,Office supplies,Portable Personal File Box,36.63,3,0.00,9.89,5
4631,US-2012-126235,2012-10-15,2012-10-15,Same day,GA-14725,Guy Armstrong,Consumer,United states,Mount pleasant,Michigan,48858,Central,FUR-FU-10000719,Furniture,Furniture,"DAX Cubicle Frames, 8-1/2 x 11",17.14,2,0.00,6.17,0
4632,CA-2014-168396,2014-08-04,2014-08-09,Second class,BD-11725,Bruce Degenhardt,Consumer,United states,San francisco,California,94122,West,OFF-LA-10001297,Office supplies,Office supplies,Avery 473,51.75,5,0.00,24.84,5
4633,CA-2014-168396,2014-08-04,2014-08-09,Second class,BD-11725,Bruce Degenhardt,Consumer,United states,San francisco,California,94122,West,FUR-FU-10000723,Furniture,Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3,0.00,11.16,5
4634,CA-2012-130456,2012-08-21,2012-08-26,Standard class,DS-13180,David Smith,Corporate,United states,San francisco,California,94122,West,FUR-BO-10003893,Furniture,Furniture,Sauder Camden County Collection Library,586.40,6,0.15,34.49,5
4635,CA-2012-130456,2012-08-21,2012-08-26,Standard class,DS-13180,David Smith,Corporate,United states,San francisco,California,94122,West,OFF-ST-10000736,Office supplies,Office supplies,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0.00,3.24,5
4636,CA-2014-116288,2014-03-13,2014-03-18,Standard class,BS-11380,Bill Stewart,Corporate,United states,San francisco,California,94122,West,OFF-ST-10000736,Office supplies,Office supplies,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0.00,9.72,5
4637,CA-2014-168228,2014-04-28,2014-04-30,First class,AP-10915,Arthur Prichep,Consumer,United states,Los angeles,California,90045,West,OFF-AR-10003373,Office supplies,Office supplies,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,4,0.00,33.46,2
4638,CA-2014-168228,2014-04-28,2014-04-30,First class,AP-10915,Arthur Prichep,Consumer,United states,Los angeles,California,90045,West,OFF-AR-10000390,Office supplies,Office supplies,Newell Chalk Holder,12.39,3,0.00,5.70,2
4639,CA-2014-168228,2014-04-28,2014-04-30,First class,AP-10915,Arthur Prichep,Consumer,United states,Los angeles,California,90045,West,OFF-AR-10001725,Office supplies,Office supplies,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.30,2,0.00,12.30,2
4640,CA-2013-102162,2013-09-12,2013-09-17,Standard class,JF-15565,Jill Fjeld,Consumer,United states,Newport news,Virginia,23602,South,TEC-CO-10001943,Technology,Technology,Canon PC-428 Personal Copier,1599.92,8,0.00,751.96,5
4641,CA-2013-102162,2013-09-12,2013-09-17,Standard class,JF-15565,Jill Fjeld,Consumer,United states,Newport news,Virginia,23602,South,OFF-EN-10002312,Office supplies,Office supplies,#10 Self-Seal White Envelopes,11.09,1,0.00,5.43,5
4642,CA-2014-130141,2014-10-23,2014-10-25,Second class,HA-14905,Helen Abelman,Consumer,United states,Fort collins,Colorado,80525,West,OFF-BI-10000831,Office supplies,Office supplies,Storex Flexible Poly Binders with Double Pockets,3.17,4,0.70,-2.53,2
4643,CA-2014-130141,2014-10-23,2014-10-25,Second class,HA-14905,Helen Abelman,Consumer,United states,Fort collins,Colorado,80525,West,FUR-CH-10000749,Furniture,Furniture,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.14,4,0.20,-28.96,2
4644,CA-2012-147501,2012-08-02,2012-08-06,Standard class,Co-12640,Corey-Lock,Consumer,United states,Seattle,Washington,98105,West,OFF-BI-10002003,Office supplies,Office supplies,Ibico Presentation Index for Binding Systems,6.37,2,0.20,2.15,4
4645,CA-2012-147501,2012-08-02,2012-08-06,Standard class,Co-12640,Corey-Lock,Consumer,United states,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Technology,Okidata C331dn Printer,558.40,2,0.20,41.88,4
4646,CA-2013-143910,2013-08-13,2013-08-17,Standard class,BC-11125,Becky Castell,Home office,United states,New york city,New york,10011,East,FUR-CH-10000225,Furniture,Furniture,"Global Geo Office Task Chair, Gray",145.76,2,0.10,-8.10,4
4647,CA-2011-146885,2011-05-30,2011-06-05,Standard class,EB-13840,Ellis Ballard,Corporate,United states,Richmond,Virginia,23223,South,OFF-PA-10001622,Office supplies,Office supplies,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",13.62,3,0.00,6.13,6
4648,CA-2013-139556,2013-04-27,2013-05-02,Standard class,DB-13360,Dennis Bolton,Home office,United states,New york city,New york,10009,East,FUR-CH-10004983,Furniture,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.65,3,0.10,62.78,5
4649,CA-2014-129357,2014-05-15,2014-05-20,Standard class,KB-16585,Ken Black,Corporate,United states,Seattle,Washington,98103,West,OFF-PA-10003228,Office supplies,Office supplies,Xerox 1917,440.19,9,0.00,206.89,5
4650,CA-2014-129357,2014-05-15,2014-05-20,Standard class,KB-16585,Ken Black,Corporate,United states,Seattle,Washington,98103,West,OFF-SU-10004498,Office supplies,Office supplies,Martin-Yale Premier Letter Opener,64.40,5,0.00,1.93,5
4651,CA-2014-150987,2014-04-09,2014-04-13,Standard class,AH-10120,Adrian Hane,Home office,United states,San francisco,California,94110,West,OFF-PA-10001878,Office supplies,Office supplies,Xerox 1891,244.55,5,0.00,114.94,4
4652,CA-2014-150987,2014-04-09,2014-04-13,Standard class,AH-10120,Adrian Hane,Home office,United states,San francisco,California,94110,West,OFF-PA-10002923,Office supplies,Office supplies,Xerox 1942,195.76,4,0.00,97.88,4
4653,CA-2014-132647,2014-02-18,2014-02-24,Standard class,GH-14410,Gary Hansen,Home office,United states,Perth amboy,New jersey,8861,East,OFF-PA-10001838,Office supplies,Office supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,0.00,5.76,6
4654,CA-2014-132647,2014-02-18,2014-02-24,Standard class,GH-14410,Gary Hansen,Home office,United states,Perth amboy,New jersey,8861,East,OFF-ST-10003123,Office supplies,Office supplies,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,166.45,5,0.00,39.95,6
4655,CA-2014-159107,2014-06-25,2014-06-27,Second class,KT-16480,Kean Thornton,Consumer,United states,San francisco,California,94110,West,OFF-FA-10001332,Office supplies,Office supplies,"Acco Banker's Clasps, 5 3/4""-Long",2.88,1,0.00,1.35,2
4656,CA-2011-160738,2011-05-05,2011-05-10,Standard class,KH-16330,Katharine Harms,Corporate,United states,Freeport,Illinois,61032,Central,OFF-ST-10003442,Office supplies,Office supplies,Eldon Portable Mobile Manager,45.25,2,0.20,3.96,5
4657,CA-2012-112130,2012-05-03,2012-05-07,Standard class,SV-20785,Stewart Visinsky,Consumer,United states,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001468,Office supplies,Office supplies,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.90,2,0.20,14.23,4
4658,CA-2012-112130,2012-05-03,2012-05-07,Standard class,SV-20785,Stewart Visinsky,Consumer,United states,Philadelphia,Pennsylvania,19140,East,OFF-AP-10003266,Office supplies,Office supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.70,2,0.20,6.52,4
4659,CA-2012-112130,2012-05-03,2012-05-07,Standard class,SV-20785,Stewart Visinsky,Consumer,United states,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002230,Office supplies,Office supplies,Xerox 1897,7.97,2,0.20,2.89,4
4660,CA-2012-112130,2012-05-03,2012-05-07,Standard class,SV-20785,Stewart Visinsky,Consumer,United states,Philadelphia,Pennsylvania,19140,East,OFF-AP-10003622,Office supplies,Office supplies,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.20,7,0.20,2.05,4
4661,CA-2012-112130,2012-05-03,2012-05-07,Standard class,SV-20785,Stewart Visinsky,Consumer,United states,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001542,Technology,Technology,SanDisk Cruzer 16 GB USB Flash Drive,27.55,3,0.20,-0.34,4
4662,CA-2012-112130,2012-05-03,2012-05-07,Standard class,SV-20785,Stewart Visinsky,Consumer,United states,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002965,Furniture,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.12,6,0.30,-36.18,4
4663,CA-2012-112130,2012-05-03,2012-05-07,Standard class,SV-20785,Stewart Visinsky,Consumer,United states,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000563,Office supplies,Office supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,76.75,3,0.20,-9.59,4
4664,CA-2013-111409,2013-09-19,2013-09-23,Standard class,PO-18850,Patrick O'Brill,Consumer,United states,Jacksonville,Florida,32216,South,OFF-LA-10002787,Office supplies,Office supplies,Avery 480,3.00,1,0.20,1.05,4
4665,CA-2013-116232,2013-09-23,2013-09-27,Standard class,AC-10450,Amy Cox,Consumer,United states,Pembroke pines,Florida,33024,South,OFF-BI-10004022,Office supplies,Office supplies,Acco Suede Grain Vinyl Round Ring Binder,7.51,9,0.70,-6.00,4
4666,CA-2013-116232,2013-09-23,2013-09-27,Standard class,AC-10450,Amy Cox,Consumer,United states,Pembroke pines,Florida,33024,South,OFF-LA-10001158,Office supplies,Office supplies,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",16.56,2,0.20,5.80,4
4667,CA-2013-116547,2013-01-10,2013-01-17,Standard class,KB-16585,Ken Black,Corporate,United states,Seattle,Washington,98115,West,FUR-FU-10000076,Furniture,Furniture,24-Hour Round Wall Clock,79.92,4,0.00,34.37,7
4668,CA-2013-116547,2013-01-10,2013-01-17,Standard class,KB-16585,Ken Black,Corporate,United states,Seattle,Washington,98115,West,TEC-AC-10002335,Technology,Technology,Logitech Media Keyboard K200,69.98,2,0.00,13.30,7
4669,US-2014-133200,2014-05-07,2014-05-12,Standard class,DB-13555,Dorothy Badders,Corporate,United states,Fort worth,Texas,76106,Central,OFF-BI-10002827,Office supplies,Office supplies,Avery Durable Poly Binders,11.06,10,0.80,-18.80,5
4670,US-2014-133200,2014-05-07,2014-05-12,Standard class,DB-13555,Dorothy Badders,Corporate,United states,Fort worth,Texas,76106,Central,FUR-BO-10001601,Furniture,Furniture,"Sauder Mission Library with Doors, Fruitwood Finish",623.46,7,0.32,-119.19,5
4671,US-2014-133200,2014-05-07,2014-05-12,Standard class,DB-13555,Dorothy Badders,Corporate,United states,Fort worth,Texas,76106,Central,OFF-ST-10001932,Office supplies,Office supplies,Fellowes Staxonsteel Drawer Files,772.68,5,0.20,-57.95,5
4672,CA-2013-133550,2013-08-01,2013-08-07,Standard class,KL-16645,Ken Lonsdale,Consumer,United states,Detroit,Michigan,48205,Central,OFF-AP-10001005,Office supplies,Office supplies,Honeywell Quietcare HEPA Air Cleaner,283.14,4,0.10,72.36,6
4673,CA-2013-133550,2013-08-01,2013-08-07,Standard class,KL-16645,Ken Lonsdale,Consumer,United states,Detroit,Michigan,48205,Central,TEC-PH-10004042,Technology,Technology,ClearOne Communications CHAT 70 OC Speaker Phone,635.96,4,0.00,165.35,6
4674,CA-2013-133550,2013-08-01,2013-08-07,Standard class,KL-16645,Ken Lonsdale,Consumer,United states,Detroit,Michigan,48205,Central,TEC-PH-10001079,Technology,Technology,Polycom SoundPoint Pro SE-225 Corded phone,118.99,1,0.00,33.32,6
4675,CA-2013-133550,2013-08-01,2013-08-07,Standard class,KL-16645,Ken Lonsdale,Consumer,United states,Detroit,Michigan,48205,Central,FUR-FU-10002918,Furniture,Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0.00,30.02,6
4676,CA-2014-139416,2014-03-28,2014-03-30,Second class,AG-10270,Alejandro Grove,Consumer,United states,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003832,Furniture,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.01,2,0.20,1.50,2
4677,CA-2011-114510,2011-03-14,2011-03-19,Standard class,JF-15295,Jason Fortune-,Consumer,United states,Logan,Utah,84321,West,OFF-BI-10001617,Office supplies,Office supplies,GBC Wire Binding Combs,33.09,4,0.20,11.17,5
4678,CA-2011-114510,2011-03-14,2011-03-19,Standard class,JF-15295,Jason Fortune-,Consumer,United states,Logan,Utah,84321,West,OFF-ST-10000736,Office supplies,Office supplies,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0.00,3.24,5
4679,CA-2011-114510,2011-03-14,2011-03-19,Standard class,JF-15295,Jason Fortune-,Consumer,United states,Logan,Utah,84321,West,TEC-AC-10004877,Technology,Technology,Imation 30456 USB Flash Drive 8GB,82.80,12,0.00,6.62,5
4680,CA-2011-114510,2011-03-14,2011-03-19,Standard class,JF-15295,Jason Fortune-,Consumer,United states,Logan,Utah,84321,West,OFF-ST-10003221,Office supplies,Office supplies,Staples,21.36,2,0.00,5.77,5
4681,CA-2011-114510,2011-03-14,2011-03-19,Standard class,JF-15295,Jason Fortune-,Consumer,United states,Logan,Utah,84321,West,OFF-BI-10003007,Office supplies,Office supplies,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.05,2,0.20,20.17,5
